id_venta,producto,categoria,marca,cliente,genero,edad,ciudad_cliente,sucursal,ciudad_sucursal,estado,fecha,cantidad,precio,total
185,Producto_1,Tecnología,Omega,Cliente_634,Femenino,31,GUADALAJARA,Sucursal_15,Mérida,Yucatán,2025-04-27,2,8113,16226
186,Producto_25,Electrónica,Nova,Cliente_1427,Femenino,37,GUADALAJARA,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-10-02,5,16513,82565
187,Producto_63,Muebles,HomePro,Cliente_302,Femenino,33,TIJUANA,Sucursal_6,león,Guanajuato,2024-01-06,1,6430,6430
188,Producto_3,Electrónica,ComfortPlus,Cliente_1970,Femenino,48,PUEBLA,Sucursal_15,Mérida,Yucatán,2024-04-18,1,11933,11933
189,Producto_92,Tecnología,Nova,Cliente_1354,Femenino,67,Cancún,Sucursal_15,Mérida,Yucatán,2023-10-24,3,12385,37155
190,Producto_27,Muebles,ComfortPlus,Cliente_1906,Masculino,22,Tijuana,Sucursal_14,PUEBLA,Puebla,2023-03-01,5,4275,21375
191,Producto_10,Accesorios,TechBrand,Cliente_700,Femenino,70,Monterrey,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2024-05-29,5,1465,7325
192,Producto_70,Tecnología,NextGen,Cliente_446,Masculino,26,guadalajara,Sucursal_12,Guadalajara,Jalisco,2024-10-07,5,6945,34725
193,Producto_64,Tecnología,Alpha,Cliente_1595,Masculino,63,tijuana,Sucursal_10,MONTERREY,Nuevo León,2024-05-11,4,11279,45116
194,Producto_44,Accesorios,Nova,Cliente_1208,Masculino,24,CANCÚN,Sucursal_5,TIJUANA,Baja California,2024-11-09,3,410,1230
195,Producto_37,Ropa,HomePro,Cliente_192,Femenino,24,ciudad de méxico,Sucursal_10,MONTERREY,Nuevo León,2025-08-09,2,456,912
196,Producto_73,Hogar,TechBrand,Cliente_1738,Femenino,55,monterrey,Sucursal_6,LEÓN,Guanajuato,2024-03-01,5,4251,21255
197,Producto_83,Hogar,Alpha,Cliente_1093,Masculino,50,monterrey,Sucursal_11,puebla,Puebla,2025-01-20,1,726,726
198,Producto_2,Accesorios,NextGen,Cliente_306,Masculino,52,Monterrey,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-06-20,4,882,3528
199,Producto_99,Deportes,ComfortPlus,Cliente_650,Femenino,52,CANCÚN,Sucursal_2,mérida,Yucatán,2023-08-31,3,1825,5475
200,Producto_98,Muebles,ComfortPlus,Cliente_1693,Masculino,52,Cancún,Sucursal_13,León,Guanajuato,2024-11-10,1,5831,5831
201,Producto_63,Muebles,HomePro,Cliente_290,Femenino,70,cancún,Sucursal_3,Monterrey,Nuevo León,2025-12-05,3,6817,20451
202,Producto_84,Ropa,Alpha,Cliente_789,Femenino,51,puebla,Sucursal_3,monterrey,Nuevo León,2025-10-12,4,787,3148
203,Producto_96,Muebles,Alpha,Cliente_61,Masculino,47,guadalajara,Sucursal_3,Monterrey,Nuevo León,2025-03-22,1,1169,1169
204,Producto_19,Accesorios,NextGen,Cliente_1866,Femenino,52,Guadalajara,Sucursal_7,Ciudad de México,CDMX,2025-08-23,1,319,319
205,Producto_50,Accesorios,HomePro,Cliente_740,Femenino,41,monterrey,Sucursal_14,Puebla,Puebla,2023-01-12,3,719,2157
206,Producto_3,Electrónica,ComfortPlus,Cliente_857,Masculino,53,TAPACHULA,Sucursal_8,puebla,Puebla,2025-01-25,2,18002,36004
207,Producto_79,Tecnología,FitLife,Cliente_780,Femenino,30,TUXTLA GUTIÉRREZ,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2025-04-01,2,13138,26276
208,Producto_34,Deportes,NextGen,Cliente_274,Femenino,28,Mérida,Sucursal_13,león,Guanajuato,2024-08-14,4,1967,7868
209,Producto_59,Electrónica,TechBrand,Cliente_140,Femenino,60,Puebla,Sucursal_15,MÉRIDA,Yucatán,2024-07-06,3,7536,22608
210,Producto_54,Ropa,HomePro,Cliente_575,Femenino,59,Mérida,Sucursal_13,León,Guanajuato,2023-08-24,3,1698,5094
211,Producto_41,Accesorios,TechBrand,Cliente_885,Masculino,26,Guadalajara,Sucursal_14,PUEBLA,Puebla,2025-12-21,1,1203,1203
212,Producto_45,Ropa,FitLife,Cliente_227,Masculino,67,LEÓN,Sucursal_5,Tijuana,Baja California,2025-02-14,2,839,1678
213,Producto_51,Ropa,HomePro,Cliente_270,Masculino,39,Monterrey,Sucursal_4,mérida,Yucatán,2024-01-14,5,950,4750
214,Producto_78,Hogar,HomePro,Cliente_131,Femenino,18,ciudad de méxico,Sucursal_8,PUEBLA,Puebla,2024-01-12,5,617,3085
215,Producto_67,Electrónica,TechBrand,Cliente_1696,Masculino,62,tijuana,Sucursal_1,monterrey,Nuevo León,2023-02-06,1,19840,19840
216,Producto_28,Tecnología,UrbanStyle,Cliente_1732,Masculino,39,MONTERREY,Sucursal_3,monterrey,Nuevo León,2024-09-14,4,3756,15024
217,Producto_49,Deportes,HomePro,Cliente_1246,Masculino,30,Tuxtla Gutiérrez,Sucursal_5,tijuana,Baja California,2024-02-18,1,1588,1588
218,Producto_37,Ropa,HomePro,Cliente_1117,Femenino,55,Cancún,Sucursal_11,puebla,Puebla,2023-05-20,5,576,2880
219,Producto_55,Tecnología,NextGen,Cliente_1802,Femenino,44,león,Sucursal_5,tijuana,Baja California,2024-06-12,5,5135,25675
220,Producto_62,Tecnología,HomePro,Cliente_501,Femenino,33,Tapachula,Sucursal_14,puebla,Puebla,2025-10-13,2,8044,16088
221,Producto_15,Deportes,FitLife,Cliente_1992,Femenino,40,Tapachula,Sucursal_7,Ciudad de México,CDMX,2024-03-11,3,538,1614
222,Producto_81,Muebles,FitLife,Cliente_309,Femenino,45,GUADALAJARA,Sucursal_15,Mérida,Yucatán,2024-09-02,1,6033,6033
223,Producto_72,Muebles,UrbanStyle,Cliente_1794,Femenino,29,Ciudad de México,Sucursal_7,Ciudad de México,CDMX,2023-09-26,3,3369,10107
224,Producto_90,Accesorios,ComfortPlus,Cliente_1574,Masculino,48,MÉRIDA,Sucursal_3,Monterrey,Nuevo León,2023-03-08,3,1204,3612
225,Producto_8,Ropa,Nova,Cliente_812,Femenino,26,PUEBLA,Sucursal_12,Guadalajara,Jalisco,2025-02-10,5,288,1440
226,Producto_20,Hogar,Omega,Cliente_136,Femenino,65,PUEBLA,Sucursal_15,mérida,Yucatán,2024-02-08,1,502,502
227,Producto_46,Muebles,HomePro,Cliente_129,Masculino,50,PUEBLA,Sucursal_6,León,Guanajuato,2025-05-01,2,2523,5046
228,Producto_40,Deportes,Alpha,Cliente_688,Masculino,63,Mérida,Sucursal_12,guadalajara,Jalisco,2025-10-08,3,2496,7488
229,Producto_29,Hogar,NextGen,Cliente_1365,Femenino,34,Tuxtla Gutiérrez,Sucursal_2,MÉRIDA,Yucatán,2023-10-26,5,1674,8370
230,Producto_2,Accesorios,NextGen,Cliente_1080,Masculino,18,tapachula,Sucursal_12,Guadalajara,Jalisco,2024-10-16,4,1088,4352
231,Producto_47,Accesorios,HomePro,Cliente_1300,Masculino,19,Guadalajara,Sucursal_8,PUEBLA,Puebla,2025-05-21,4,165,660
232,Producto_100,Electrónica,TechBrand,Cliente_1701,Femenino,40,MÉRIDA,Sucursal_2,mérida,Yucatán,2024-03-31,4,15093,60372
233,Producto_90,Accesorios,ComfortPlus,Cliente_1187,Femenino,27,LEÓN,Sucursal_13,león,Guanajuato,2025-01-23,2,831,1662
234,Producto_4,Muebles,NextGen,Cliente_211,Masculino,26,puebla,Sucursal_12,guadalajara,Jalisco,2023-09-06,1,2642,2642
235,Producto_7,Accesorios,NextGen,Cliente_1118,Masculino,62,CANCÚN,Sucursal_3,MONTERREY,Nuevo León,2024-04-07,2,981,1962
236,Producto_74,Tecnología,TechBrand,Cliente_898,Masculino,57,MÉRIDA,Sucursal_1,Monterrey,Nuevo León,2024-10-15,5,4908,24540
237,Producto_20,Hogar,Omega,Cliente_1545,Masculino,53,Tuxtla Gutiérrez,Sucursal_12,GUADALAJARA,Jalisco,2025-01-21,2,4330,8660
238,Producto_87,Tecnología,HomePro,Cliente_1908,Masculino,19,Guadalajara,Sucursal_12,Guadalajara,Jalisco,2025-01-09,4,14930,59720
239,Producto_35,Deportes,FitLife,Cliente_1755,Masculino,58,MONTERREY,Sucursal_11,puebla,Puebla,2025-07-03,3,2412,7236
240,Producto_51,Ropa,HomePro,Cliente_674,Femenino,70,guadalajara,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2025-02-09,3,1775,5325
241,Producto_61,Electrónica,NextGen,Cliente_1890,Femenino,51,LEÓN,Sucursal_12,Guadalajara,Jalisco,2023-07-27,1,12489,12489
242,Producto_57,Deportes,Nova,Cliente_1768,Femenino,40,monterrey,Sucursal_4,Mérida,Yucatán,2025-05-04,4,729,2916
243,Producto_18,Deportes,FitLife,Cliente_445,Femenino,21,LEÓN,Sucursal_7,Ciudad de México,CDMX,2023-03-26,2,1768,3536
244,Producto_43,Electrónica,Omega,Cliente_1985,Femenino,67,guadalajara,Sucursal_15,mérida,Yucatán,2023-01-15,1,7851,7851
245,Producto_79,Tecnología,FitLife,Cliente_232,Femenino,46,mérida,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2024-09-04,1,13827,13827
246,Producto_58,Electrónica,TechBrand,Cliente_1317,Femenino,30,Tuxtla Gutiérrez,Sucursal_4,Mérida,Yucatán,2024-09-07,2,6291,12582
247,Producto_63,Muebles,HomePro,Cliente_1739,Femenino,34,guadalajara,Sucursal_13,LEÓN,Guanajuato,2023-09-02,2,6597,13194
248,Producto_15,Deportes,FitLife,Cliente_399,Masculino,58,Tijuana,Sucursal_12,guadalajara,Jalisco,2024-06-16,3,1861,5583
249,Producto_85,Ropa,TechBrand,Cliente_607,Masculino,34,TAPACHULA,Sucursal_14,puebla,Puebla,2024-11-10,3,609,1827
250,Producto_59,Electrónica,TechBrand,Cliente_903,Femenino,36,mérida,Sucursal_1,Monterrey,Nuevo León,2025-05-12,1,16570,16570
251,Producto_30,Electrónica,HomePro,Cliente_259,Masculino,39,puebla,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2023-08-24,4,19854,79416
252,Producto_46,Muebles,HomePro,Cliente_395,Masculino,33,Mérida,Sucursal_8,PUEBLA,Puebla,2025-06-15,2,2985,5970
253,Producto_44,Accesorios,Nova,Cliente_1584,Femenino,61,guadalajara,Sucursal_12,Guadalajara,Jalisco,2025-09-02,2,380,760
254,Producto_71,Hogar,ComfortPlus,Cliente_86,Femenino,31,Tuxtla Gutiérrez,Sucursal_1,MONTERREY,Nuevo León,2025-01-02,4,4701,18804
255,Producto_3,Electrónica,ComfortPlus,,Femenino,47,Ciudad de México,Sucursal_15,Mérida,Yucatán,2023-01-09,4,7611,30444
256,Producto_87,Tecnología,HomePro,Cliente_1641,Femenino,40,Guadalajara,Sucursal_4,MÉRIDA,Yucatán,2025-01-16,4,6304,25216
257,Producto_23,Accesorios,Nova,Cliente_972,Masculino,64,Cancún,Sucursal_10,MONTERREY,Nuevo León,2023-02-14,4,1074,4296
258,Producto_89,Muebles,NextGen,Cliente_541,Femenino,59,GUADALAJARA,Sucursal_14,PUEBLA,Puebla,2024-03-04,1,7452,7452
259,Producto_78,Hogar,HomePro,Cliente_1827,Masculino,67,PUEBLA,Sucursal_1,MONTERREY,Nuevo León,2025-05-26,3,4192,12576
260,Producto_24,Deportes,HomePro,Cliente_1829,Femenino,22,tuxtla gutiérrez,Sucursal_5,TIJUANA,Baja California,2024-03-15,5,1585,7925
261,Producto_36,Deportes,Nova,Cliente_1340,Femenino,51,LEÓN,Sucursal_6,LEÓN,Guanajuato,2024-12-23,4,2726,10904
262,Producto_13,Ropa,NextGen,Cliente_1170,Femenino,47,monterrey,Sucursal_7,Ciudad de México,CDMX,2025-10-26,5,1236,6180
263,Producto_86,Electrónica,Nova,Cliente_833,Femenino,58,tijuana,Sucursal_11,PUEBLA,Puebla,2025-04-28,2,16085,32170
264,Producto_28,Tecnología,UrbanStyle,Cliente_1592,Femenino,22,mérida,Sucursal_9,TUXTLA GUTIÉRREZ,Chiapas,2025-04-23,0,12101,48404
265,Producto_7,Accesorios,NextGen,Cliente_339,Masculino,32,tijuana,Sucursal_12,guadalajara,Jalisco,2024-10-24,5,433,2165
266,Producto_18,Deportes,FitLife,Cliente_1948,Masculino,29,mérida,Sucursal_10,Monterrey,Nuevo León,2025-11-13,4,847,3388
267,Producto_97,Electrónica,NextGen,Cliente_1043,Femenino,22,MONTERREY,Sucursal_14,Puebla,Puebla,2024-01-18,2,16451,32902
268,Producto_78,Hogar,HomePro,Cliente_523,Masculino,19,cancún,Sucursal_8,puebla,Puebla,2023-04-08,1,718,718
269,Producto_40,Deportes,Alpha,Cliente_802,Femenino,50,Monterrey,Sucursal_5,TIJUANA,Baja California,2024-10-18,5,1098,5490
270,Producto_7,Accesorios,NextGen,Cliente_769,Masculino,60,ciudad de méxico,Sucursal_13,LEÓN,Guanajuato,2023-01-24,3,1117,3351
271,Producto_55,Tecnología,NextGen,Cliente_958,Femenino,53,mérida,Sucursal_13,León,Guanajuato,2023-08-21,4,8558,34232
272,Producto_36,Deportes,Nova,Cliente_1279,Femenino,48,guadalajara,Sucursal_14,Puebla,Puebla,2025-01-11,4,1580,6320
273,Producto_10,Accesorios,TechBrand,Cliente_1487,Femenino,28,Puebla,Sucursal_7,CIUDAD DE MÉXICO,CDMX,2025-12-18,3,406,1218
274,Producto_84,Ropa,Alpha,Cliente_1192,Masculino,66,TUXTLA GUTIÉRREZ,Sucursal_12,guadalajara,Jalisco,2025-12-02,4,852,3408
275,Producto_11,Ropa,Alpha,Cliente_509,Masculino,43,tijuana,Sucursal_1,monterrey,Nuevo León,2024-03-03,4,1781,7124
276,Producto_27,Muebles,ComfortPlus,Cliente_1414,Femenino,49,MONTERREY,Sucursal_10,Monterrey,Nuevo León,2023-06-27,3,3801,11403
277,Producto_13,Ropa,NextGen,Cliente_290,Femenino,70,CANCÚN,Sucursal_12,GUADALAJARA,Jalisco,2023-12-11,5,1794,8970
278,Producto_6,Tecnología,Omega,Cliente_695,Femenino,25,cancún,Sucursal_3,MONTERREY,Nuevo León,2025-06-21,5,3847,19235
279,Producto_78,Hogar,HomePro,Cliente_1825,Femenino,59,tuxtla gutiérrez,Sucursal_3,monterrey,Nuevo León,2025-07-22,2,3798,7596
280,Producto_28,Tecnología,UrbanStyle,Cliente_1439,Femenino,47,Cancún,Sucursal_12,Guadalajara,Jalisco,2025-07-17,2,5303,10606
281,Producto_49,Deportes,HomePro,Cliente_468,Masculino,32,Tapachula,Sucursal_13,LEÓN,Guanajuato,2025-07-01,1,917,917
282,Producto_62,Tecnología,HomePro,Cliente_1182,Femenino,40,cancún,Sucursal_2,MÉRIDA,Yucatán,2023-04-11,4,13201,52804
283,Producto_73,Hogar,TechBrand,Cliente_1880,Masculino,27,CANCÚN,Sucursal_4,Mérida,Yucatán,2025-02-03,5,4814,24070
284,Producto_91,Hogar,Omega,Cliente_1460,Masculino,54,león,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2025-07-16,1,3348,3348
285,Producto_51,Ropa,HomePro,Cliente_1543,Masculino,67,PUEBLA,Sucursal_15,Mérida,Yucatán,2025-09-06,3,1508,4524
286,Producto_24,Deportes,HomePro,Cliente_360,Masculino,39,Puebla,Sucursal_4,mérida,Yucatán,2025-03-09,1,899,899
287,Producto_19,Accesorios,NextGen,Cliente_300,Masculino,23,ciudad de méxico,Sucursal_13,LEÓN,Guanajuato,2023-04-24,3,913,2739
288,Producto_89,Muebles,NextGen,Cliente_1715,Masculino,68,PUEBLA,Sucursal_10,Monterrey,Nuevo León,2023-08-18,1,3844,3844
289,Producto_69,Tecnología,Omega,Cliente_1424,Femenino,64,Cancún,Sucursal_1,monterrey,Nuevo León,2024-04-26,3,14417,43251
290,Producto_27,Muebles,ComfortPlus,Cliente_930,Femenino,47,CANCÚN,Sucursal_15,MÉRIDA,Yucatán,2024-05-09,4,2695,10780
291,Producto_93,Hogar,UrbanStyle,Cliente_1544,Masculino,35,PUEBLA,Sucursal_3,MONTERREY,Nuevo León,2025-09-25,3,1789,5367
292,Producto_96,Muebles,Alpha,Cliente_1137,Masculino,33,León,Sucursal_2,Mérida,Yucatán,2025-06-23,5,7242,36210
293,Producto_4,Muebles,NextGen,Cliente_1461,Femenino,28,Guadalajara,Sucursal_14,PUEBLA,Puebla,2025-09-13,5,6557,32785
294,Producto_11,Ropa,Alpha,Cliente_931,Masculino,41,monterrey,Sucursal_3,monterrey,Nuevo León,2023-11-29,2,857,1714
295,Producto_51,Ropa,HomePro,Cliente_1347,Femenino,21,Tapachula,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-07-24,5,489,2445
296,Producto_11,Ropa,Alpha,Cliente_1041,Masculino,21,Puebla,Sucursal_15,mérida,Yucatán,2023-10-09,3,1695,5085
297,Producto_25,Electrónica,Nova,Cliente_553,Masculino,30,Cancún,Sucursal_10,MONTERREY,Nuevo León,2025-04-10,2,11345,22690
298,Producto_96,Muebles,Alpha,Cliente_1465,Masculino,36,Mérida,Sucursal_9,Tuxtla Gutiérrez,Chiapas,2024-06-20,4,2434,9736
299,Producto_45,Ropa,FitLife,Cliente_524,Femenino,39,CANCÚN,Sucursal_13,LEÓN,Guanajuato,2025-05-04,1,575,575
300,Producto_37,Ropa,HomePro,Cliente_1691,Masculino,41,TIJUANA,Sucursal_5,tijuana,Baja California,2024-08-18,2,1032,2064
301,Producto_48,Deportes,Alpha,Cliente_1782,Masculino,22,LEÓN,Sucursal_14,puebla,Puebla,2023-08-18,4,2145,8580
302,Producto_59,Electrónica,TechBrand,Cliente_1823,Femenino,28,TUXTLA GUTIÉRREZ,Sucursal_12,guadalajara,Jalisco,2025-01-25,4,5783,23132
303,Producto_97,Electrónica,NextGen,Cliente_1014,Masculino,28,Tapachula,Sucursal_3,MONTERREY,Nuevo León,2025-07-11,1,11438,11438
304,Producto_71,Hogar,ComfortPlus,Cliente_1151,Masculino,70,Tapachula,Sucursal_15,Mérida,Yucatán,2023-12-10,5,4034,20170
305,Producto_56,Hogar,Nova,Cliente_1553,Masculino,53,Tapachula,Sucursal_3,Monterrey,Nuevo León,2023-09-07,5,4697,23485
306,Producto_51,Ropa,HomePro,Cliente_1510,Femenino,37,LEÓN,Sucursal_11,Puebla,Puebla,2023-11-09,1,387,387
307,Producto_64,Tecnología,Alpha,Cliente_1583,Masculino,18,león,Sucursal_5,TIJUANA,Baja California,2023-07-01,5,8330,41650
308,Producto_94,Muebles,NextGen,Cliente_1345,Femenino,26,TAPACHULA,Sucursal_3,monterrey,Nuevo León,2024-04-26,4,7035,28140
309,Producto_36,Deportes,Nova,Cliente_602,Femenino,23,cancún,Sucursal_15,mérida,Yucatán,2025-10-30,4,2195,8780
310,Producto_2,Accesorios,NextGen,Cliente_74,Femenino,27,León,Sucursal_2,MÉRIDA,Yucatán,2023-12-08,3,822,2466
311,Producto_33,Tecnología,ComfortPlus,Cliente_1537,Femenino,33,Tijuana,Sucursal_11,PUEBLA,Puebla,2025-06-22,5,11204,56020
312,Producto_95,Tecnología,Nova,Cliente_1250,Masculino,36,Tijuana,Sucursal_6,León,Guanajuato,2024-02-22,3,7963,23889
313,Producto_88,Tecnología,FitLife,Cliente_668,Masculino,40,Tapachula,Sucursal_8,puebla,Puebla,2024-01-15,2,4013,8026
314,Producto_89,Muebles,NextGen,Cliente_616,Femenino,47,CANCÚN,Sucursal_3,MONTERREY,Nuevo León,2025-02-03,3,5157,15471
315,Producto_12,Tecnología,TechBrand,Cliente_1790,Femenino,64,león,Sucursal_1,MONTERREY,Nuevo León,2024-02-12,5,9632,48160
316,Producto_57,Deportes,Nova,Cliente_1753,Masculino,52,León,Sucursal_14,puebla,Puebla,2024-04-29,5,1560,7800
317,Producto_42,Hogar,FitLife,Cliente_260,Femenino,41,Tapachula,Sucursal_4,MÉRIDA,Yucatán,2025-12-09,3,4972,14916
318,Producto_31,Deportes,HomePro,Cliente_363,Femenino,25,guadalajara,Sucursal_12,GUADALAJARA,Jalisco,2024-07-28,5,1914,9570
319,Producto_71,Hogar,ComfortPlus,Cliente_1748,Masculino,22,LEÓN,Sucursal_15,MÉRIDA,Yucatán,2024-07-18,3,735,2205
320,Producto_17,Hogar,FitLife,Cliente_848,Femenino,61,MONTERREY,Sucursal_2,MÉRIDA,Yucatán,2025-03-01,2,3210,6420
321,Producto_74,Tecnología,TechBrand,Cliente_221,Masculino,47,LEÓN,Sucursal_14,puebla,Puebla,2025-11-15,3,11159,33477
322,Producto_53,Tecnología,UrbanStyle,Cliente_476,Masculino,47,CIUDAD DE MÉXICO,Sucursal_13,LEÓN,Guanajuato,2023-08-15,5,3972,19860
323,Producto_48,Deportes,Alpha,Cliente_1887,Masculino,27,GUADALAJARA,Sucursal_8,puebla,Puebla,2024-02-22,1,1886,1886
324,Producto_79,Tecnología,FitLife,Cliente_223,Masculino,54,Monterrey,Sucursal_4,MÉRIDA,Yucatán,2025-06-11,5,7624,38120
325,Producto_5,Deportes,FitLife,Cliente_987,Femenino,58,PUEBLA,Sucursal_13,león,Guanajuato,2023-05-31,4,933,3732
326,Producto_66,Tecnología,Alpha,Cliente_1977,Masculino,65,Tapachula,Sucursal_3,monterrey,Nuevo León,2025-09-25,3,8526,25578
327,Producto_64,Tecnología,Alpha,Cliente_1570,Masculino,38,Cancún,Sucursal_11,Puebla,Puebla,2023-04-23,1,5857,5857
328,Producto_15,Deportes,FitLife,Cliente_1036,Masculino,57,puebla,Sucursal_7,Ciudad de México,CDMX,2025-01-24,5,2104,10520
329,Producto_92,Tecnología,Nova,Cliente_1364,Masculino,25,tijuana,Sucursal_1,Monterrey,Nuevo León,2023-12-08,5,6744,33720
330,Producto_96,Muebles,Alpha,Cliente_549,Femenino,47,tijuana,Sucursal_1,MONTERREY,Nuevo León,2025-09-30,2,2033,4066
331,Producto_56,Hogar,Nova,Cliente_841,Femenino,44,TUXTLA GUTIÉRREZ,Sucursal_1,monterrey,Nuevo León,2024-06-09,5,894,4470
332,Producto_12,Tecnología,TechBrand,Cliente_1059,Masculino,61,CANCÚN,Sucursal_14,puebla,Puebla,2025-10-04,3,11276,33828
333,Producto_44,Accesorios,Nova,Cliente_891,Femenino,36,Puebla,Sucursal_2,MÉRIDA,Yucatán,2023-10-22,5,1146,5730
334,Producto_87,Tecnología,HomePro,Cliente_353,Masculino,61,CIUDAD DE MÉXICO,Sucursal_5,Tijuana,Baja California,2023-05-06,1,3884,3884
335,Producto_18,Deportes,FitLife,Cliente_1336,Masculino,47,GUADALAJARA,Sucursal_5,TIJUANA,Baja California,2023-09-22,3,729,2187
336,Producto_49,Deportes,HomePro,Cliente_1064,Masculino,30,GUADALAJARA,Sucursal_8,PUEBLA,Puebla,2025-10-10,4,344,1376
337,Producto_85,Ropa,TechBrand,Cliente_1068,Masculino,64,mérida,Sucursal_7,ciudad de méxico,CDMX,2023-10-13,5,1250,6250
338,Producto_72,Muebles,UrbanStyle,Cliente_1932,Femenino,39,león,Sucursal_7,ciudad de méxico,CDMX,2024-02-23,1,2169,2169
339,Producto_72,Muebles,UrbanStyle,Cliente_391,Masculino,40,cancún,Sucursal_4,Mérida,Yucatán,2023-07-07,5,1640,8200
340,Producto_18,Deportes,FitLife,Cliente_1454,Masculino,54,ciudad de méxico,Sucursal_2,mérida,Yucatán,2024-04-25,5,623,3115
341,Producto_43,Electrónica,Omega,Cliente_930,Femenino,47,cancún,Sucursal_5,Tijuana,Baja California,2024-03-25,5,15722,78610
342,Producto_5,Deportes,FitLife,Cliente_559,Masculino,42,Cancún,Sucursal_11,puebla,Puebla,2025-05-23,4,1853,7412
343,Producto_22,Hogar,Alpha,Cliente_1890,Femenino,51,león,Sucursal_15,MÉRIDA,Yucatán,2025-04-22,3,2706,8118
344,Producto_2,Accesorios,NextGen,Cliente_1879,Femenino,22,Puebla,Sucursal_6,LEÓN,Guanajuato,2025-10-22,4,1028,4112
345,Producto_1,Tecnología,Omega,Cliente_107,Femenino,65,PUEBLA,Sucursal_11,PUEBLA,Puebla,2023-01-08,1,4942,4942
346,Producto_43,Electrónica,Omega,Cliente_1170,Femenino,47,Monterrey,Sucursal_10,MONTERREY,Nuevo León,2023-04-16,4,14414,57656
347,Producto_70,Tecnología,NextGen,Cliente_548,Femenino,57,LEÓN,Sucursal_7,ciudad de méxico,CDMX,2024-03-14,4,6827,27308
348,Producto_57,Deportes,Nova,Cliente_476,Masculino,47,CIUDAD DE MÉXICO,Sucursal_1,MONTERREY,Nuevo León,2024-06-29,1,1380,1380
349,Producto_64,Tecnología,Alpha,Cliente_816,Masculino,20,CIUDAD DE MÉXICO,Sucursal_9,tuxtla gutiérrez,Chiapas,2024-02-15,3,10584,31752
350,Producto_37,Ropa,HomePro,Cliente_945,Femenino,26,Cancún,Sucursal_6,león,Guanajuato,2025-02-04,4,1162,4648
351,Producto_75,Accesorios,UrbanStyle,Cliente_1976,Masculino,65,tuxtla gutiérrez,Sucursal_3,monterrey,Nuevo León,2024-08-02,5,862,4310
352,Producto_82,Ropa,ComfortPlus,Cliente_1571,Masculino,30,Guadalajara,Sucursal_13,león,Guanajuato,2024-08-04,2,1996,3992
353,Producto_2,Accesorios,NextGen,Cliente_409,Masculino,26,Ciudad de México,Sucursal_11,PUEBLA,Puebla,2025-07-27,5,107,535
354,Producto_43,Electrónica,Omega,Cliente_958,Femenino,53,mérida,Sucursal_7,Ciudad de México,CDMX,2025-07-28,5,7256,36280
355,Producto_77,Tecnología,Alpha,Cliente_881,Masculino,48,Cancún,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-05-11,2,8123,16246
356,Producto_78,Hogar,HomePro,Cliente_284,,23,MONTERREY,Sucursal_14,puebla,Puebla,2025-12-17,5,650,3250
357,Producto_71,Hogar,ComfortPlus,Cliente_1544,Masculino,35,PUEBLA,Sucursal_9,tuxtla gutiérrez,Chiapas,2025-12-28,5,4625,23125
358,Producto_99,Deportes,ComfortPlus,Cliente_1333,Masculino,62,tapachula,Sucursal_7,Ciudad de México,CDMX,2024-12-27,1,1519,1519
359,Producto_96,Muebles,Alpha,Cliente_556,Femenino,55,PUEBLA,Sucursal_11,Puebla,Puebla,2024-07-31,4,5019,20076
360,Producto_75,Accesorios,UrbanStyle,Cliente_1646,Femenino,19,Mérida,Sucursal_8,Puebla,Puebla,2023-08-03,4,992,3968
361,Producto_88,Tecnología,FitLife,Cliente_916,Masculino,65,Tijuana,Sucursal_10,monterrey,Nuevo León,2023-07-25,1,10237,10237
362,Producto_59,Electrónica,TechBrand,Cliente_1414,Femenino,49,MONTERREY,Sucursal_8,Puebla,Puebla,2023-05-07,2,8151,16302
363,Producto_32,Hogar,Alpha,Cliente_1022,Femenino,19,TAPACHULA,Sucursal_12,GUADALAJARA,Jalisco,2024-07-29,4,635,2540
364,Producto_19,Accesorios,NextGen,Cliente_1579,Femenino,39,Mérida,Sucursal_6,León,Guanajuato,2025-02-26,2,756,1512
365,Producto_5,Deportes,FitLife,Cliente_1334,Masculino,48,Tijuana,Sucursal_2,mérida,Yucatán,2025-12-16,3,1696,5088
366,Producto_85,Ropa,TechBrand,Cliente_1505,Masculino,43,león,Sucursal_4,MÉRIDA,Yucatán,2023-07-25,1,1892,1892
367,Producto_46,Muebles,HomePro,Cliente_1630,Masculino,34,Puebla,Sucursal_4,mérida,Yucatán,2024-09-10,2,5302,10604
368,Producto_68,Accesorios,UrbanStyle,Cliente_224,Masculino,58,CANCÚN,Sucursal_3,monterrey,Nuevo León,2023-03-07,3,593,1779
369,Producto_32,Hogar,Alpha,Cliente_1923,Masculino,60,puebla,Sucursal_12,GUADALAJARA,Jalisco,2025-03-11,1,2865,2865
